,EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,Department_x,StandardHours_x,HourlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,BusinessTravel,Department_y,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours_y,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Age_group,Income_group
1092,101087,50,22,5,Medical,Male,Single,No,Research & Development,200,72.0,14411,13,0,Travel_Frequently,Research & Development,4,Research Director,4,1,3,200,32,2,3,32,6,13,9,Yes,45-54,12001-15000
1093,101088,34,7,2,Technical Degree,Male,Married,No,Sales,200,12.0,2308,25,1,Travel_Rarely,Sales,1,Sales Representative,3,0,4,200,12,4,3,11,10,5,7,Yes,25-34,2001-4000
1094,101089,42,2,3,Medical,Male,Married,No,Research & Development,200,24.0,4841,14,1,Travel_Rarely,Research & Development,1,Laboratory Technician,2,4,3,200,4,3,3,1,0,0,0,No,35-44,4001-6000
1095,101090,37,13,3,Medical,Male,Married,No,Research & Development,200,21.0,4285,17,0,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,10,2,3,10,8,3,7,No,35-44,4001-6000
1096,101091,29,8,1,Other,Female,Married,No,Research & Development,200,49.0,9715,13,1,Travel_Rarely,Research & Development,2,Healthcare Representative,1,3,3,200,9,3,3,7,7,0,7,No,25-34,8001-12000
1097,101092,33,25,3,Life Sciences,Male,Single,No,Research & Development,200,22.0,4320,13,0,Travel_Rarely,Research & Development,2,Manufacturing Director,2,1,2,200,5,2,3,5,3,0,2,No,25-34,4001-6000
1098,101093,45,28,3,Technical Degree,Male,Married,No,Research & Development,200,11.0,2132,20,1,Travel_Rarely,Research & Development,1,Research Scientist,4,4,4,200,8,3,3,5,4,0,3,No,45-54,2001-4000
1099,101094,42,2,3,Life Sciences,Male,Married,No,Research & Development,200,51.0,10124,14,1,Travel_Frequently,Research & Development,3,Healthcare Representative,4,2,3,200,24,3,1,20,8,13,9,Yes,35-44,8001-12000
1100,101095,40,9,2,Medical,Male,Married,No,Sales,200,27.0,5473,12,0,Travel_Rarely,Sales,2,Sales Executive,1,0,3,200,9,5,4,8,4,7,1,No,35-44,4001-6000
1101,101096,33,28,4,Life Sciences,Male,Married,No,Research & Development,200,26.0,5207,12,1,Travel_Rarely,Research & Development,2,Laboratory Technician,3,1,3,200,15,3,3,15,14,5,7,Yes,25-34,4001-6000
1102,101097,40,6,2,Medical,Male,Single,No,Human Resources,200,82.0,16437,21,0,Travel_Rarely,Human Resources,4,Manager,4,1,4,200,21,2,3,21,7,7,7,Yes,35-44,>15000
1103,101098,24,21,2,Technical Degree,Male,Divorced,No,Research & Development,200,11.0,2296,14,3,Travel_Rarely,Research & Development,1,Laboratory Technician,1,0,3,200,2,3,3,1,1,0,0,No,18-24,2001-4000
1104,101099,40,8,2,Life Sciences,Male,Divorced,No,Research & Development,200,20.0,4069,18,0,Non-Travel,Research & Development,2,Healthcare Representative,4,3,3,200,8,2,3,2,2,2,2,Yes,35-44,4001-6000
1105,101100,45,1,4,Technical Degree,Male,Divorced,No,Research & Development,200,37.0,7441,12,3,Travel_Rarely,Research & Development,3,Healthcare Representative,2,1,3,200,10,4,3,10,8,7,7,No,45-54,6001-8000
1106,101101,35,28,4,Life Sciences,Female,Married,No,Sales,200,12.0,2430,23,2,Travel_Rarely,Sales,1,Sales Representative,3,0,4,200,6,5,3,5,3,4,2,No,35-44,2001-4000
1107,101102,32,5,2,Life Sciences,Female,Married,No,Research & Development,200,29.0,5878,12,1,Travel_Rarely,Research & Development,2,Research Scientist,2,3,3,200,12,2,3,7,1,2,5,No,25-34,4001-6000
1108,101103,36,2,4,Life Sciences,Male,Single,No,Sales,200,13.0,2644,21,0,Travel_Rarely,Sales,1,Sales Representative,4,3,4,200,7,3,2,3,2,1,2,Yes,35-44,2001-4000
1109,101104,48,16,4,Life Sciences,Female,Divorced,No,Sales,200,32.0,6439,14,1,Travel_Rarely,Sales,2,Sales Executive,3,8,3,200,18,2,3,8,7,7,7,No,45-54,6001-8000
1110,101105,29,9,3,Life Sciences,Male,Married,No,Research & Development,200,12.0,2451,18,2,Travel_Rarely,Research & Development,1,Research Scientist,3,6,3,200,5,2,2,1,0,0,0,No,25-34,2001-4000
1111,101106,33,8,4,Life Sciences,Male,Married,No,Sales,200,32.0,6392,13,1,Travel_Rarely,Sales,2,Sales Executive,1,2,3,200,8,6,1,2,2,2,2,No,25-34,6001-8000
1112,101107,30,1,3,Life Sciences,Male,Married,Yes,Sales,200,49.0,9714,11,1,Travel_Rarely,Sales,2,Sales Executive,1,1,1,200,10,4,3,10,8,6,7,No,25-34,8001-12000
1113,101108,38,10,4,Human Resources,Male,Married,No,Human Resources,200,30.0,6077,11,0,Travel_Frequently,Human Resources,2,Human Resources,3,3,3,200,10,2,3,6,3,1,2,No,35-44,6001-8000
1114,101109,35,1,3,Medical,Male,Single,No,Research & Development,200,12.0,2450,19,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,3,3,3,3,0,1,2,No,35-44,2001-4000
1115,101110,30,29,4,Technical Degree,Male,Married,No,Sales,200,46.0,9250,12,1,Travel_Rarely,Sales,3,Sales Executive,2,3,3,200,9,3,3,4,2,1,3,No,25-34,8001-12000
1116,101111,35,2,3,Life Sciences,Female,Divorced,Yes,Research & Development,200,10.0,2074,12,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,1,2,3,1,0,0,0,Yes,35-44,2001-4000
1117,101112,53,2,5,Technical Degree,Female,Married,Yes,Research & Development,200,51.0,10169,16,1,Travel_Rarely,Research & Development,3,Manufacturing Director,4,0,3,200,34,4,3,33,7,1,9,No,45-54,8001-12000
1118,101113,38,2,3,Medical,Male,Married,Yes,Research & Development,200,24.0,4855,11,2,Travel_Rarely,Research & Development,2,Manufacturing Director,2,4,3,200,7,2,3,5,2,1,4,No,35-44,4001-6000
1119,101114,32,1,4,Technical Degree,Male,Married,No,Research & Development,200,20.0,4087,14,1,Non-Travel,Research & Development,2,Research Scientist,1,4,3,200,9,3,2,6,5,1,2,No,25-34,4001-6000
1120,101115,48,15,4,Other,Female,Married,No,Research & Development,200,12.0,2367,12,1,Travel_Rarely,Research & Development,1,Research Scientist,1,8,1,200,10,3,2,8,2,7,6,No,45-54,2001-4000
1121,101116,34,7,4,Medical,Male,Single,No,Research & Development,200,15.0,2972,13,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,1,4,1,1,0,0,0,No,25-34,2001-4000
1122,101117,55,26,5,Marketing,Male,Married,No,Sales,200,98.0,19586,21,1,Travel_Rarely,Sales,5,Manager,4,1,4,200,36,3,3,36,6,2,13,No,55-60,>15000
1123,101118,34,1,4,Life Sciences,Male,Married,No,Research & Development,200,27.0,5484,17,1,Travel_Rarely,Research & Development,2,Research Scientist,4,9,3,200,9,3,2,2,2,2,1,No,25-34,4001-6000
1124,101119,26,3,3,Life Sciences,Female,Married,No,Research & Development,200,10.0,2061,21,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,1,5,3,1,0,0,0,No,25-34,2001-4000
1125,101120,38,14,3,Life Sciences,Male,Married,No,Sales,200,50.0,9924,11,1,Travel_Rarely,Sales,2,Sales Executive,2,0,3,200,10,3,3,9,8,7,7,No,35-44,8001-12000
1126,101121,38,16,3,Life Sciences,Female,Single,No,Sales,200,21.0,4198,12,0,Travel_Rarely,Sales,2,Sales Executive,2,2,3,200,8,5,4,3,2,1,2,No,35-44,4001-6000
1127,101122,36,1,4,Life Sciences,Female,Single,No,Sales,200,34.0,6815,13,0,Travel_Rarely,Sales,2,Sales Executive,3,6,3,200,15,5,3,1,0,0,0,No,35-44,6001-8000
1128,101123,29,3,1,Medical,Male,Single,No,Research & Development,200,24.0,4723,18,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,10,3,3,10,9,1,5,Yes,25-34,4001-6000
1129,101124,35,10,4,Medical,Female,Single,No,Research & Development,200,31.0,6142,16,0,Travel_Rarely,Research & Development,2,Healthcare Representative,3,3,3,200,10,4,3,5,2,0,4,Yes,35-44,6001-8000
1130,101125,39,6,3,Medical,Male,Married,No,Sales,200,41.0,8237,11,1,Travel_Rarely,Sales,3,Sales Executive,3,2,3,200,11,3,3,7,6,7,6,No,35-44,8001-12000
1131,101126,29,2,1,Life Sciences,Male,Divorced,No,Research & Development,200,44.0,8853,19,1,Travel_Frequently,Research & Development,2,Healthcare Representative,4,1,3,200,6,0,4,6,4,1,3,No,25-34,8001-12000
1132,101127,50,9,3,Marketing,Male,Married,No,Sales,200,97.0,19331,16,1,Travel_Rarely,Sales,5,Manager,3,4,3,200,27,2,3,1,0,0,0,Yes,45-54,>15000
1133,101128,23,10,3,Technical Degree,Male,Married,No,Research & Development,200,10.0,2073,16,1,Travel_Rarely,Research & Development,1,Research Scientist,3,2,3,200,4,2,3,2,2,2,2,No,18-24,2001-4000
1134,101129,36,6,4,Life Sciences,Male,Married,No,Research & Development,200,28.0,5562,13,1,Travel_Frequently,Research & Development,2,Laboratory Technician,1,3,3,200,9,3,3,3,2,0,2,Yes,35-44,4001-6000
1135,101130,42,9,2,Other,Male,Single,No,Research & Development,200,98.0,19613,22,0,Travel_Rarely,Research & Development,5,Manager,4,8,4,200,24,2,3,1,0,0,1,No,35-44,>15000
1136,101131,35,28,3,Life Sciences,Male,Married,No,Research & Development,200,17.0,3407,17,2,Travel_Rarely,Research & Development,2,Laboratory Technician,3,1,3,200,10,3,2,10,9,6,8,No,35-44,2001-4000
1137,101132,34,10,4,Technical Degree,Male,Married,No,Research & Development,200,25.0,5063,14,1,Travel_Frequently,Research & Development,2,Healthcare Representative,3,1,3,200,8,3,2,8,2,7,7,No,25-34,4001-6000
1138,101133,40,14,2,Life Sciences,Female,Married,No,Sales,200,23.0,4639,15,1,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,5,2,3,5,4,1,2,No,35-44,4001-6000
1139,101134,43,27,3,Technical Degree,Male,Divorced,No,Research & Development,200,24.0,4876,12,1,Travel_Rarely,Research & Development,1,Laboratory Technician,2,5,3,200,8,0,3,6,4,0,2,No,35-44,4001-6000
1140,101135,35,7,2,Life Sciences,Male,Married,No,Research & Development,200,13.0,2690,18,1,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,1,5,2,1,0,0,1,No,35-44,2001-4000
1141,101136,46,1,4,Life Sciences,Male,Single,No,Sales,200,88.0,17567,15,0,Travel_Rarely,Sales,4,Manager,1,1,3,200,27,5,1,26,0,0,12,No,45-54,>15000
1142,101137,28,24,3,Medical,Male,Married,Yes,Research & Development,200,12.0,2408,17,3,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,1,3,3,1,1,0,0,Yes,25-34,2001-4000
1143,101138,22,26,2,Other,Female,Married,No,Research & Development,200,14.0,2814,14,0,Non-Travel,Research & Development,1,Research Scientist,3,1,3,200,4,2,2,4,2,1,3,Yes,18-24,2001-4000
1144,101139,50,20,5,Medical,Male,Married,No,Research & Development,200,56.0,11245,15,1,Travel_Frequently,Research & Development,4,Healthcare Representative,3,2,3,200,32,3,3,30,8,12,13,Yes,45-54,8001-12000
1145,101140,32,5,4,Other,Female,Married,No,Research & Development,200,17.0,3312,17,2,Travel_Rarely,Research & Development,1,Research Scientist,4,3,3,200,6,3,3,3,2,0,2,No,25-34,2001-4000
1146,101141,44,7,3,Medical,Female,Divorced,No,Research & Development,200,95.0,19049,14,1,Travel_Rarely,Research & Development,5,Research Director,4,0,3,200,23,4,2,22,7,1,10,Yes,35-44,>15000
1147,101142,30,7,3,Medical,Male,Married,No,Research & Development,200,11.0,2141,12,1,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,6,3,2,6,4,1,1,No,25-34,2001-4000
1148,101143,45,5,5,Medical,Female,Single,No,Research & Development,200,29.0,5769,14,0,Travel_Rarely,Research & Development,2,Laboratory Technician,1,1,2,200,10,3,3,10,7,1,4,Yes,45-54,4001-6000
1149,101144,45,26,3,Marketing,Male,Married,No,Sales,200,22.0,4385,15,1,Non-Travel,Sales,2,Sales Executive,1,1,3,200,10,2,3,10,7,4,5,No,45-54,4001-6000
1150,101145,31,2,4,Other,Male,Single,No,Sales,200,27.0,5332,13,0,Travel_Frequently,Sales,2,Sales Executive,1,7,1,200,10,3,3,5,2,0,3,No,25-34,4001-6000
1151,101146,36,12,4,Life Sciences,Female,Married,No,Research & Development,200,23.0,4663,12,2,Travel_Rarely,Research & Development,2,Manufacturing Director,3,9,3,200,7,2,3,3,2,1,1,Yes,35-44,4001-6000
1152,101147,34,10,4,Life Sciences,Male,Divorced,No,Research & Development,200,24.0,4724,13,1,Travel_Frequently,Research & Development,2,Manufacturing Director,4,1,3,200,9,3,3,9,7,7,2,No,25-34,4001-6000
1153,101148,49,25,4,Life Sciences,Female,Married,No,Research & Development,200,16.0,3211,14,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,10,3,2,9,6,1,4,No,45-54,2001-4000
1154,101149,39,10,5,Medical,Male,Married,No,Research & Development,200,27.0,5377,13,3,Travel_Rarely,Research & Development,2,Manufacturing Director,1,2,3,200,10,3,3,7,7,7,7,No,35-44,4001-6000
1155,101150,27,19,3,Other,Male,Divorced,No,Research & Development,200,20.0,4066,11,2,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,7,3,3,7,7,0,7,No,25-34,4001-6000
1156,101151,35,18,5,Life Sciences,Male,Married,No,Research & Development,200,26.0,5208,11,0,Travel_Rarely,Research & Development,2,Research Scientist,1,1,1,200,16,2,3,16,15,1,10,No,35-44,4001-6000
1157,101152,28,27,3,Medical,Female,Divorced,No,Research & Development,200,24.0,4877,21,1,Travel_Rarely,Research & Development,2,Manufacturing Director,1,0,4,200,6,5,2,5,3,0,0,No,25-34,4001-6000
1158,101153,21,5,1,Medical,Male,Single,No,Research & Development,200,16.0,3117,18,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,3,2,3,2,2,2,2,No,18-24,2001-4000
1159,101154,18,3,2,Medical,Female,Single,Yes,Sales,200,8.0,1569,12,0,Travel_Frequently,Sales,1,Sales Representative,4,1,3,200,0,2,4,0,0,0,0,Yes,18-24,1000-2000
1160,101155,47,26,4,Life Sciences,Female,Married,No,Human Resources,200,98.0,19658,11,1,Travel_Rarely,Human Resources,5,Manager,3,3,3,200,27,2,3,5,2,1,0,No,45-54,>15000
1161,101156,39,3,2,Medical,Male,Divorced,No,Research & Development,200,15.0,3069,15,1,Travel_Rarely,Research & Development,2,Laboratory Technician,3,0,3,200,11,3,3,10,8,0,7,No,35-44,2001-4000
1162,101157,40,15,3,Life Sciences,Female,Married,No,Research & Development,200,52.0,10435,13,2,Travel_Rarely,Research & Development,3,Manufacturing Director,3,1,3,200,18,2,3,18,15,14,12,No,35-44,8001-12000
1163,101158,35,8,4,Life Sciences,Female,Married,No,Research & Development,200,21.0,4148,12,1,Non-Travel,Research & Development,2,Healthcare Representative,3,1,3,200,15,5,3,14,11,2,9,No,35-44,4001-6000
1164,101159,37,19,3,Life Sciences,Male,Married,No,Research & Development,200,29.0,5768,17,3,Travel_Rarely,Research & Development,2,Manufacturing Director,3,3,3,200,9,2,2,4,3,0,2,No,35-44,4001-6000
1165,101160,39,4,3,Medical,Female,Single,No,Research & Development,200,25.0,5042,13,0,Travel_Frequently,Research & Development,2,Manufacturing Director,3,0,3,200,10,2,1,9,2,3,8,No,35-44,4001-6000
1166,101161,45,2,2,Other,Female,Divorced,No,Research & Development,200,29.0,5770,19,2,Travel_Rarely,Research & Development,2,Manufacturing Director,4,1,3,200,10,3,3,10,7,3,9,No,45-54,4001-6000
1167,101162,38,2,2,Medical,Female,Married,No,Research & Development,200,39.0,7756,19,1,Travel_Rarely,Research & Development,3,Manufacturing Director,3,3,3,200,10,6,4,5,4,0,2,Yes,35-44,6001-8000
1168,101163,35,10,3,Medical,Male,Married,Yes,Sales,200,52.0,10306,17,0,Travel_Rarely,Sales,3,Sales Executive,1,9,1,200,15,3,3,13,12,6,0,No,35-44,8001-12000
1169,101164,37,10,3,Medical,Female,Married,No,Research & Development,200,20.0,3936,11,1,Travel_Rarely,Research & Development,1,Research Scientist,2,1,1,200,8,2,1,8,4,7,7,No,35-44,2001-4000
1170,101165,40,16,3,Life Sciences,Female,Single,No,Research & Development,200,40.0,7945,15,0,Travel_Rarely,Research & Development,3,Manufacturing Director,4,6,3,200,18,2,2,4,2,3,3,Yes,35-44,6001-8000
1171,101166,44,1,5,Human Resources,Male,Married,No,Human Resources,200,29.0,5743,11,0,Travel_Frequently,Human Resources,2,Human Resources,4,4,3,200,14,3,3,10,7,0,2,Yes,35-44,4001-6000
1172,101167,48,4,5,Medical,Male,Married,No,Research & Development,200,76.0,15202,25,1,Travel_Frequently,Research & Development,4,Manager,4,2,4,200,23,3,3,2,2,2,2,No,45-54,>15000
1173,101168,35,15,2,Medical,Male,Divorced,Yes,Sales,200,27.0,5440,14,2,Travel_Rarely,Sales,2,Sales Executive,4,6,3,200,7,2,2,2,2,2,2,Yes,35-44,4001-6000
1174,101169,24,2,1,Technical Degree,Female,Single,No,Research & Development,200,19.0,3760,13,0,Travel_Frequently,Research & Development,1,Research Scientist,4,1,3,200,6,2,3,6,3,1,3,Yes,18-24,2001-4000
1175,101170,27,8,3,Medical,Female,Married,No,Research & Development,200,18.0,3517,17,0,Travel_Rarely,Research & Development,1,Research Scientist,3,7,3,200,5,0,3,3,2,0,2,No,25-34,2001-4000
1176,101171,27,2,3,Medical,Male,Single,No,Research & Development,200,13.0,2580,13,0,Travel_Frequently,Research & Development,1,Research Scientist,4,2,3,200,6,0,2,4,2,1,2,No,25-34,2001-4000
1177,101172,40,7,3,Life Sciences,Male,Single,Yes,Research & Development,200,11.0,2166,14,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,3,2,200,10,3,1,4,2,0,3,Yes,35-44,2001-4000
1178,101173,29,10,3,Medical,Male,Single,No,Sales,200,29.0,5869,11,0,Travel_Rarely,Sales,2,Sales Executive,3,9,3,200,8,2,3,5,2,1,4,No,25-34,4001-6000
1179,101174,36,5,4,Life Sciences,Female,Married,No,Research & Development,200,40.0,8008,12,2,Travel_Rarely,Research & Development,3,Healthcare Representative,1,4,3,200,9,6,3,3,2,0,2,No,35-44,8001-12000
1180,101175,25,2,1,Life Sciences,Male,Divorced,No,Research & Development,200,26.0,5206,17,2,Travel_Frequently,Research & Development,2,Manufacturing Director,3,1,3,200,7,6,3,7,7,0,7,No,25-34,4001-6000
1181,101176,39,12,3,Medical,Male,Married,No,Research & Development,200,26.0,5295,21,0,Travel_Rarely,Research & Development,2,Manufacturing Director,2,4,4,200,7,3,3,5,4,1,0,No,35-44,4001-6000
1182,101177,49,22,4,Other,Female,Married,No,Research & Development,200,82.0,16413,16,2,Travel_Rarely,Research & Development,4,Research Director,2,3,3,200,27,2,3,4,2,1,2,No,45-54,>15000
1183,101178,50,17,5,Life Sciences,Female,Divorced,No,Research & Development,200,66.0,13269,15,3,Travel_Rarely,Research & Development,3,Research Director,1,5,3,200,19,3,3,14,11,1,11,No,45-54,12001-15000
1184,101179,20,2,3,Medical,Female,Single,No,Sales,200,14.0,2783,19,0,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,2,3,3,2,2,2,2,No,18-24,2001-4000
1185,101180,34,3,3,Life Sciences,Female,Divorced,No,Research & Development,200,27.0,5433,12,1,Travel_Rarely,Research & Development,2,Research Scientist,2,1,3,200,11,2,3,11,8,7,9,No,25-34,4001-6000
1186,101181,36,7,3,Life Sciences,Male,Single,No,Research & Development,200,10.0,2013,11,0,Travel_Rarely,Research & Development,1,Laboratory Technician,2,2,3,200,15,4,3,4,3,1,3,No,35-44,2001-4000
1187,101182,49,6,1,Life Sciences,Female,Married,No,Research & Development,200,70.0,13966,19,1,Travel_Rarely,Research & Development,4,Healthcare Representative,3,2,3,200,30,3,3,15,11,2,12,Yes,45-54,12001-15000
1188,101183,36,1,4,Medical,Female,Married,No,Research & Development,200,22.0,4374,15,0,Non-Travel,Research & Development,2,Manufacturing Director,3,0,3,200,4,6,3,3,2,1,2,No,35-44,4001-6000
1189,101184,36,3,2,Life Sciences,Male,Divorced,No,Research & Development,200,34.0,6842,20,1,Travel_Rarely,Research & Development,2,Healthcare Representative,1,6,4,200,13,3,3,5,4,0,4,No,35-44,6001-8000
1190,101185,54,22,5,Medical,Female,Married,No,Research & Development,200,87.0,17426,25,1,Travel_Rarely,Research & Development,4,Manager,3,3,4,200,36,6,3,10,8,4,7,No,45-54,>15000
1191,101186,43,15,2,Life Sciences,Male,Married,No,Research & Development,200,88.0,17603,24,1,Travel_Rarely,Research & Development,4,Research Director,3,1,4,200,14,3,3,14,10,6,11,No,35-44,>15000
1192,101187,35,12,4,Other,Male,Single,Yes,Sales,200,23.0,4581,24,0,Travel_Frequently,Sales,2,Sales Executive,4,3,4,200,13,2,4,11,9,6,7,Yes,35-44,4001-6000
1193,101188,38,1,3,Life Sciences,Male,Married,No,Research & Development,200,24.0,4735,15,2,Travel_Frequently,Research & Development,2,Research Scientist,4,7,3,200,19,4,4,13,11,2,9,No,35-44,4001-6000
1194,101189,29,5,3,Medical,Male,Divorced,No,Sales,200,21.0,4187,13,1,Travel_Rarely,Sales,2,Sales Executive,2,1,3,200,10,3,2,10,0,0,9,Yes,25-34,4001-6000
1195,101190,33,2,4,Medical,Male,Divorced,No,Sales,200,28.0,5505,14,2,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,6,5,3,6,2,0,4,No,25-34,4001-6000
1196,101191,32,2,3,Medical,Male,Divorced,No,Research & Development,200,27.0,5470,13,2,Travel_Rarely,Research & Development,2,Research Scientist,2,0,3,200,10,4,2,9,5,1,6,No,25-34,4001-6000
1197,101192,31,5,4,Life Sciences,Female,Married,No,Sales,200,27.0,5476,11,2,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,2,3,10,0,0,2,No,25-34,4001-6000
1198,101193,49,16,3,Medical,Female,Divorced,No,Research & Development,200,13.0,2587,16,1,Travel_Rarely,Research & Development,1,Laboratory Technician,1,4,3,200,17,2,2,2,2,2,2,Yes,45-54,2001-4000
1199,101194,38,2,3,Medical,Female,Single,No,Research & Development,200,12.0,2440,22,0,Travel_Frequently,Research & Development,1,Laboratory Technician,2,1,4,200,4,3,3,4,3,3,3,No,35-44,2001-4000
1200,101195,47,2,4,Life Sciences,Female,Divorced,No,Sales,200,80.0,15972,14,3,Travel_Rarely,Sales,4,Manager,2,6,3,200,29,2,3,3,2,1,2,No,45-54,>15000
1201,101196,49,1,3,Life Sciences,Male,Single,No,Research & Development,200,77.0,15379,14,0,Travel_Rarely,Research & Development,4,Manager,3,4,3,200,23,2,3,8,7,0,0,No,45-54,>15000
1202,101197,41,23,2,Life Sciences,Male,Single,No,Sales,200,35.0,7082,16,0,Travel_Rarely,Sales,3,Sales Executive,3,3,3,200,21,2,3,2,0,0,2,Yes,35-44,6001-8000
1203,101198,20,9,1,Life Sciences,Male,Single,No,Sales,200,14.0,2728,11,0,Travel_Rarely,Sales,1,Sales Representative,1,1,1,200,2,3,3,2,2,0,2,No,18-24,2001-4000
1204,101199,33,16,3,Life Sciences,Female,Divorced,No,Sales,200,27.0,5368,25,1,Non-Travel,Sales,2,Sales Executive,4,1,4,200,7,2,3,6,5,1,2,Yes,25-34,4001-6000
1205,101200,36,26,4,Life Sciences,Male,Married,No,Research & Development,200,27.0,5347,14,2,Travel_Rarely,Research & Development,2,Healthcare Representative,3,6,3,200,10,2,2,3,2,0,2,No,35-44,4001-6000
1206,101201,44,1,3,Life Sciences,Female,Divorced,No,Human Resources,200,16.0,3195,18,3,Travel_Rarely,Human Resources,1,Human Resources,4,4,3,200,8,2,3,2,2,2,2,Yes,35-44,2001-4000
1207,101202,23,8,1,Medical,Male,Single,Yes,Research & Development,200,20.0,3989,11,0,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,5,2,3,5,4,1,2,Yes,18-24,2001-4000
1208,101203,38,4,2,Medical,Female,Married,No,Research & Development,200,17.0,3306,19,1,Travel_Rarely,Research & Development,1,Laboratory Technician,3,7,3,200,7,5,2,0,0,0,0,No,35-44,2001-4000
1209,101204,53,24,4,Medical,Male,Married,No,Research & Development,200,35.0,7005,15,0,Travel_Rarely,Research & Development,3,Healthcare Representative,4,3,3,200,11,2,3,4,3,1,2,No,45-54,6001-8000
1210,101205,48,7,2,Medical,Female,Married,Yes,Sales,200,13.0,2655,11,2,Travel_Frequently,Sales,1,Sales Representative,3,2,3,200,19,3,3,9,7,7,7,Yes,45-54,2001-4000
1211,101206,32,2,4,Life Sciences,Male,Single,Yes,Research & Development,200,7.0,1393,12,0,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,2,200,1,2,3,1,0,0,0,No,25-34,1000-2000
1212,101207,26,7,3,Medical,Male,Single,No,Research & Development,200,13.0,2570,20,0,Non-Travel,Research & Development,1,Laboratory Technician,4,1,4,200,7,5,3,7,7,5,7,No,25-34,2001-4000
1213,101208,55,22,3,Technical Degree,Male,Divorced,No,Research & Development,200,18.0,3537,12,1,Travel_Rarely,Research & Development,1,Research Scientist,2,5,3,200,8,1,3,4,2,1,2,No,55-60,2001-4000
1214,101209,34,5,2,Medical,Male,Married,No,Research & Development,200,20.0,3986,14,1,Travel_Rarely,Research & Development,2,Laboratory Technician,4,1,3,200,15,3,4,15,10,4,13,No,25-34,2001-4000
1215,101210,60,1,4,Medical,Male,Divorced,No,Research & Development,200,54.0,10883,20,1,Travel_Rarely,Research & Development,3,Healthcare Representative,4,3,4,200,19,2,4,1,0,0,0,No,55-60,8001-12000
1216,101211,33,21,3,Medical,Male,Married,No,Research & Development,200,10.0,2028,18,3,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,14,6,3,14,11,2,13,No,25-34,2001-4000
1217,101212,37,1,4,Medical,Male,Divorced,No,Sales,200,48.0,9525,14,2,Travel_Frequently,Sales,2,Sales Executive,4,1,3,200,6,2,2,6,3,1,3,No,35-44,8001-12000
1218,101213,34,19,3,Life Sciences,Female,Married,No,Research & Development,200,15.0,2929,12,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,3,3,10,9,8,7,No,25-34,2001-4000
1219,101214,23,7,3,Life Sciences,Male,Divorced,Yes,Sales,200,11.0,2275,21,1,Travel_Rarely,Sales,1,Sales Representative,4,1,4,200,3,2,3,3,2,0,2,Yes,18-24,2001-4000
1220,101215,44,2,3,Life Sciences,Female,Married,No,Research & Development,200,39.0,7879,19,1,Travel_Rarely,Research & Development,3,Healthcare Representative,4,1,3,200,9,2,3,8,7,6,7,Yes,35-44,6001-8000
1221,101216,35,2,4,Medical,Male,Single,No,Research & Development,200,25.0,4930,14,0,Travel_Frequently,Research & Development,1,Research Scientist,4,0,3,200,6,2,4,5,4,1,4,Yes,35-44,4001-6000
1222,101217,43,2,3,Medical,Male,Married,No,Sales,200,39.0,7847,17,1,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,3,3,10,9,8,8,Yes,35-44,6001-8000
1223,101218,24,9,3,Medical,Male,Married,No,Research & Development,200,22.0,4401,16,1,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,5,1,3,5,3,0,4,No,18-24,4001-6000
1224,101219,41,6,3,Marketing,Male,Single,No,Sales,200,46.0,9241,12,0,Travel_Rarely,Sales,3,Sales Executive,3,1,3,200,10,3,3,10,8,8,7,No,35-44,8001-12000
